image_name,width,height,image_area,cls_id,xmin,xmax,ymin,ymax,object_area
20210814190155081_0,1920,1080,2073600,0,695.0,733.0,974.0,993.0,722.0
20210814190155081_0,1920,1080,2073600,0,694.0,702.0,924.0,935.0,88.0
20210814190155081_0,1920,1080,2073600,0,615.0,648.0,691.0,702.0,363.0
20210814190155081_0,1920,1080,2073600,0,307.0,319.0,957.0,975.0,216.0
20210814190155081_0,1920,1080,2073600,0,661.0,677.0,878.0,886.0,128.0
20210814190155081_0,1920,1080,2073600,1,1295.0,1355.0,357.0,389.0,1920.0
20210814190536670_0,1920,1080,2073600,0,558.0,571.0,695.0,707.0,156.0
20210814190625466_0,1920,1080,2073600,0,600.0,616.0,791.0,801.0,160.0
20210814190729423_0,1920,1080,2073600,0,619.0,635.0,797.0,808.0,176.0
20210814190925844_0,1920,1080,2073600,2,1463.0,1477.0,158.0,200.0,588.0
20210814190925844_0,1920,1080,2073600,2,1454.0,1476.0,198.0,280.0,1804.0
20210814190925844_0,1920,1080,2073600,2,1420.0,1436.0,221.0,279.0,928.0
20210814190925844_0,1920,1080,2073600,2,845.0,872.0,9.0,29.0,540.0
20210814190925844_0,1920,1080,2073600,2,861.0,881.0,14.0,66.0,1040.0
20210814190925844_0,1920,1080,2073600,2,879.0,904.0,23.0,63.0,1000.0
20210814190925844_0,1920,1080,2073600,2,385.0,440.0,355.0,438.0,4565.0
20210814190925844_0,1920,1080,2073600,2,416.0,454.0,380.0,410.0,1140.0
20210814190925844_0,1920,1080,2073600,2,444.0,510.0,377.0,422.0,2970.0
20210814190925844_0,1920,1080,2073600,2,353.0,397.0,410.0,439.0,1276.0
20210814190925844_0,1920,1080,2073600,2,334.0,384.0,381.0,404.0,1150.0
20210814190925844_0,1920,1080,2073600,2,307.0,364.0,396.0,437.0,2337.0
20210814190925844_0,1920,1080,2073600,2,286.0,340.0,365.0,413.0,2592.0
20210814190925844_0,1920,1080,2073600,2,265.0,323.0,420.0,470.0,2900.0
20210814190925844_0,1920,1080,2073600,2,449.0,498.0,302.0,360.0,2842.0
20210814190925844_0,1920,1080,2073600,4,883.0,914.0,92.0,121.0,899.0
20210814190925844_0,1920,1080,2073600,2,1379.0,1404.0,634.0,679.0,1125.0
20210814190925844_0,1920,1080,2073600,2,1443.0,1459.0,633.0,671.0,608.0
20210814190925844_0,1920,1080,2073600,2,152.0,185.0,389.0,440.0,1683.0
20210814190925844_0,1920,1080,2073600,0,414.0,432.0,639.0,653.0,252.0
20210814191221848_0,1920,1080,2073600,4,1818.0,1864.0,492.0,536.0,2024.0
20210814191221848_0,1920,1080,2073600,4,1842.0,1893.0,528.0,578.0,2550.0
20210814191221848_0,1920,1080,2073600,4,1811.0,1846.0,526.0,565.0,1365.0
20210814191221848_0,1920,1080,2073600,3,1384.0,1414.0,481.0,501.0,600.0
20210814191221848_0,1920,1080,2073600,3,1101.0,1172.0,528.0,574.0,3266.0
20210814191221848_0,1920,1080,2073600,3,923.0,946.0,500.0,520.0,460.0
20210814191221848_0,1920,1080,2073600,0,468.0,490.0,622.0,636.0,308.0
20210814191221848_0,1920,1080,2073600,0,516.0,528.0,668.0,678.0,120.0
20210814191221848_0,1920,1080,2073600,0,698.0,730.0,974.0,993.0,608.0
20210814191221848_0,1920,1080,2073600,0,694.0,702.0,926.0,936.0,80.0
20210814191221848_0,1920,1080,2073600,0,660.0,678.0,878.0,886.0,144.0
20210814191221848_0,1920,1080,2073600,0,1070.0,1082.0,445.0,451.0,72.0
20210814191221848_0,1920,1080,2073600,0,1113.0,1123.0,422.0,427.0,50.0
20210814191221848_0,1920,1080,2073600,0,1121.0,1147.0,449.0,458.0,234.0
20210814191221848_0,1920,1080,2073600,0,1208.0,1219.0,544.0,551.0,77.0
20210814191221848_0,1920,1080,2073600,0,1232.0,1247.0,521.0,533.0,180.0
20210814191221848_0,1920,1080,2073600,0,1298.0,1318.0,583.0,593.0,200.0
20210814191221848_0,1920,1080,2073600,0,1314.0,1323.0,549.0,555.0,54.0
20210814191221848_0,1920,1080,2073600,0,1503.0,1518.0,543.0,550.0,105.0
20210814191221848_0,1920,1080,2073600,0,1379.0,1390.0,453.0,461.0,88.0
20210814191221848_0,1920,1080,2073600,0,1376.0,1385.0,493.0,499.0,54.0
20210814191221848_0,1920,1080,2073600,1,1289.0,1360.0,307.0,399.0,6532.0
20210814191221848_0,1920,1080,2073600,1,1331.0,1417.0,362.0,411.0,4214.0
20210814191539934_0,1920,1080,2073600,2,1374.0,1405.0,312.0,361.0,1519.0
20210814191539934_0,1920,1080,2073600,0,1612.0,1630.0,637.0,646.0,162.0
20210814191938002_0,1920,1080,2073600,0,1514.0,1526.0,639.0,652.0,156.0
20210814191938002_0,1920,1080,2073600,0,1501.0,1517.0,542.0,551.0,144.0
20210814191938002_0,1920,1080,2073600,0,1311.0,1324.0,547.0,556.0,117.0
20210814191938002_0,1920,1080,2073600,0,1229.0,1245.0,520.0,533.0,208.0
20210814191938002_0,1920,1080,2073600,0,1348.0,1378.0,602.0,613.0,330.0
20210814191938002_0,1920,1080,2073600,0,1296.0,1314.0,580.0,592.0,216.0
20210814191938002_0,1920,1080,2073600,0,1207.0,1227.0,541.0,551.0,200.0
20210814191938002_0,1920,1080,2073600,0,1114.0,1127.0,419.0,426.0,91.0
20210814191938002_0,1920,1080,2073600,0,1069.0,1085.0,443.0,452.0,144.0
20210814191938002_0,1920,1080,2073600,0,1117.0,1151.0,448.0,460.0,408.0
20210814191938002_0,1920,1080,2073600,3,1376.0,1413.0,482.0,505.0,851.0
20210814191938002_0,1920,1080,2073600,4,1818.0,1859.0,493.0,531.0,1558.0
20210814191938002_0,1920,1080,2073600,4,1814.0,1893.0,525.0,576.0,4029.0
20210814191938002_0,1920,1080,2073600,3,1328.0,1390.0,417.0,452.0,2170.0
20210814191938002_0,1920,1080,2073600,3,1315.0,1357.0,405.0,441.0,1512.0
20210814191938002_0,1920,1080,2073600,1,1357.0,1415.0,360.0,383.0,1334.0
20210814191938002_0,1920,1080,2073600,1,1359.0,1414.0,380.0,392.0,660.0
20210814191938002_0,1920,1080,2073600,1,1354.0,1416.0,391.0,409.0,1116.0
20210814191938002_0,1920,1080,2073600,1,1326.0,1374.0,371.0,396.0,1200.0
20210814191938002_0,1920,1080,2073600,1,1298.0,1358.0,312.0,344.0,1920.0
20210814191938002_0,1920,1080,2073600,1,1300.0,1357.0,342.0,364.0,1254.0
20210814191938002_0,1920,1080,2073600,1,1304.0,1353.0,361.0,383.0,1078.0
20210814191938002_0,1920,1080,2073600,0,470.0,488.0,620.0,635.0,270.0
20210814191938002_0,1920,1080,2073600,3,1060.0,1134.0,508.0,535.0,1998.0
20210814191938002_0,1920,1080,2073600,0,925.0,944.0,505.0,522.0,323.0
20210814191938002_0,1920,1080,2073600,3,1173.0,1210.0,491.0,510.0,703.0
20210814191938002_0,1920,1080,2073600,0,1379.0,1389.0,452.0,460.0,80.0
20210814191938002_0,1920,1080,2073600,3,1420.0,1480.0,882.0,910.0,1680.0
20210814191938002_0,1920,1080,2073600,0,696.0,732.0,974.0,995.0,756.0
20210814191938002_0,1920,1080,2073600,0,692.0,702.0,926.0,935.0,90.0
20210814192112011_0,1920,1080,2073600,4,1818.0,1869.0,493.0,534.0,2091.0
20210814192112011_0,1920,1080,2073600,4,1814.0,1848.0,522.0,564.0,1428.0
20210814192112011_0,1920,1080,2073600,4,1839.0,1894.0,531.0,577.0,2530.0
20210814192112011_0,1920,1080,2073600,3,1386.0,1413.0,483.0,504.0,567.0
20210814192112011_0,1920,1080,2073600,3,1734.0,1772.0,556.0,600.0,1672.0
20210814192112011_0,1920,1080,2073600,0,696.0,729.0,973.0,995.0,726.0
20210814192112011_0,1920,1080,2073600,0,694.0,703.0,926.0,935.0,81.0
20210814192112011_0,1920,1080,2073600,0,924.0,945.0,502.0,520.0,378.0
20210814192112011_0,1920,1080,2073600,3,1064.0,1135.0,505.0,537.0,2272.0
20210814192112011_0,1920,1080,2073600,3,1251.0,1319.0,820.0,842.0,1496.0
20210814192112011_0,1920,1080,2073600,3,1444.0,1517.0,546.0,580.0,2482.0
20210814192112011_0,1920,1080,2073600,3,1175.0,1218.0,492.0,508.0,688.0
20210814192112011_0,1920,1080,2073600,0,1233.0,1246.0,521.0,532.0,143.0
20210814192112011_0,1920,1080,2073600,0,1120.0,1148.0,446.0,460.0,392.0
20210814192112011_0,1920,1080,2073600,0,1114.0,1126.0,418.0,428.0,120.0
20210814192112011_0,1920,1080,2073600,0,1071.0,1082.0,443.0,453.0,110.0
20210814192112011_0,1920,1080,2073600,1,1298.0,1357.0,314.0,345.0,1829.0
20210814192112011_0,1920,1080,2073600,1,1301.0,1359.0,344.0,365.0,1218.0
20210814192112011_0,1920,1080,2073600,1,1301.0,1361.0,358.0,383.0,1500.0
20210814192112011_0,1920,1080,2073600,1,1356.0,1415.0,359.0,386.0,1593.0
20210814192112011_0,1920,1080,2073600,1,1350.0,1421.0,382.0,413.0,2201.0
20210814192112011_0,1920,1080,2073600,1,1326.0,1358.0,373.0,404.0,992.0
20210814192112011_0,1920,1080,2073600,0,466.0,488.0,623.0,635.0,264.0
20210814192138461_0,1920,1080,2073600,0,1052.0,1076.0,768.0,781.0,312.0
20210814192138461_0,1920,1080,2073600,0,1401.0,1415.0,960.0,969.0,126.0
20210814192225500_0,1920,1080,2073600,1,304.0,359.0,491.0,525.0,1870.0
20210814202449517_0,1920,1080,2073600,0,262.0,280.0,741.0,758.0,306.0
20210814205128950_0,1920,1080,2073600,0,1399.0,1418.0,812.0,825.0,247.0
20210814205128950_0,1920,1080,2073600,0,1551.0,1572.0,629.0,642.0,273.0
20210814230253826_0,1920,1080,2073600,2,772.0,852.0,402.0,466.0,5120.0
20210815004239429_0,1920,1080,2073600,0,1696.0,1752.0,1037.0,1063.0,1456.0
20210815021510725_0,2560,1440,3686400,3,1334.0,1404.0,634.0,673.0,2730.0
20210815021510725_0,2560,1440,3686400,0,1265.0,1291.0,352.0,372.0,520.0
20210815051655238_0,1920,1080,2073600,0,520.0,529.0,687.0,696.0,81.0
20210815051655238_0,1920,1080,2073600,0,575.0,585.0,700.0,707.0,70.0
20210815051655238_0,1920,1080,2073600,0,651.0,662.0,672.0,680.0,88.0
20210815051655238_0,1920,1080,2073600,0,627.0,638.0,632.0,638.0,66.0
20210815051829470_0,2560,1440,3686400,0,1307.0,1337.0,258.0,272.0,420.0
20210815051829470_0,2560,1440,3686400,0,1260.0,1290.0,944.0,974.0,900.0
20210815052012811_0,1920,1080,2073600,3,439.0,467.0,462.0,484.0,616.0
20210815052012811_0,1920,1080,2073600,0,401.0,424.0,668.0,680.0,276.0
20210815052012811_0,1920,1080,2073600,0,691.0,704.0,926.0,935.0,117.0
20210815052012811_0,1920,1080,2073600,0,1518.0,1527.0,641.0,650.0,81.0
20210815052044809_0,1920,1080,2073600,3,435.0,466.0,463.0,483.0,620.0
20210815052044809_0,1920,1080,2073600,0,404.0,421.0,668.0,678.0,170.0
20210815052044809_0,1920,1080,2073600,0,693.0,702.0,924.0,937.0,117.0
20210815052044809_0,1920,1080,2073600,0,1518.0,1527.0,640.0,649.0,81.0
20210815052104459_0,1920,1080,2073600,2,1368.0,1403.0,320.0,363.0,1505.0
20210815052104459_0,1920,1080,2073600,0,1682.0,1697.0,720.0,730.0,150.0
20210815052114814_0,1920,1080,2073600,0,266.0,306.0,418.0,432.0,560.0
20210815052114814_0,1920,1080,2073600,0,400.0,422.0,670.0,679.0,198.0
20210815052114814_0,1920,1080,2073600,0,692.0,702.0,924.0,934.0,100.0
20210815052114814_0,1920,1080,2073600,0,1519.0,1529.0,640.0,650.0,100.0
20210815052114814_0,1920,1080,2073600,0,1877.0,1886.0,665.0,674.0,81.0
20210815052354061_0,1920,1080,2073600,1,538.0,566.0,295.0,324.0,812.0
20210815052354061_0,1920,1080,2073600,0,1281.0,1302.0,645.0,658.0,273.0
20210815052354061_0,1920,1080,2073600,0,1305.0,1317.0,722.0,735.0,156.0
20210815052354061_0,1920,1080,2073600,0,190.0,208.0,843.0,858.0,270.0
20210815052354061_0,1920,1080,2073600,0,1369.0,1384.0,252.0,263.0,165.0
20210815052354061_0,1920,1080,2073600,2,1417.0,1436.0,221.0,279.0,1102.0
20210815052354061_0,1920,1080,2073600,2,1452.0,1478.0,200.0,283.0,2158.0
20210815052354061_0,1920,1080,2073600,2,859.0,905.0,16.0,72.0,2576.0
20210815052354061_0,1920,1080,2073600,2,452.0,495.0,313.0,358.0,1935.0
20210815052354061_0,1920,1080,2073600,0,554.0,565.0,324.0,333.0,99.0
20210815052528063_0,1920,1080,2073600,1,540.0,565.0,296.0,322.0,650.0
20210815052528063_0,1920,1080,2073600,2,857.0,904.0,16.0,69.0,2491.0
20210815052528063_0,1920,1080,2073600,2,457.0,498.0,315.0,363.0,1968.0
20210815052528063_0,1920,1080,2073600,0,1320.0,1340.0,602.0,618.0,320.0
20210815052528063_0,1920,1080,2073600,0,1305.0,1318.0,722.0,736.0,182.0
20210815052528063_0,1920,1080,2073600,0,1370.0,1384.0,255.0,264.0,126.0
20210815052528063_0,1920,1080,2073600,2,1415.0,1438.0,218.0,281.0,1449.0
20210815052528063_0,1920,1080,2073600,2,1454.0,1477.0,202.0,282.0,1840.0
20210815054201317_0,1920,1080,2073600,1,1115.0,1135.0,332.0,360.0,560.0
20210815054201317_0,1920,1080,2073600,0,1592.0,1609.0,744.0,754.0,170.0
20210815055327737_0,1920,1080,2073600,0,1303.0,1320.0,721.0,738.0,289.0
20210815055327737_0,1920,1080,2073600,0,1320.0,1340.0,604.0,618.0,280.0
20210815055327737_0,1920,1080,2073600,0,1369.0,1385.0,253.0,263.0,160.0
20210815055327737_0,1920,1080,2073600,1,537.0,565.0,293.0,323.0,840.0
20210815055327737_0,1920,1080,2073600,1,449.0,500.0,311.0,361.0,2550.0
20210815055327737_0,1920,1080,2073600,2,857.0,905.0,13.0,71.0,2784.0
20210815055327737_0,1920,1080,2073600,2,1415.0,1437.0,220.0,280.0,1320.0
20210815055327737_0,1920,1080,2073600,2,1453.0,1478.0,198.0,282.0,2100.0
20210815055456959_0,1920,1080,2073600,0,204.0,248.0,372.0,394.0,968.0
20210815055456959_0,1920,1080,2073600,0,210.0,262.0,387.0,408.0,1092.0
20210815055456959_0,1920,1080,2073600,0,243.0,264.0,409.0,419.0,210.0
20210815055456959_0,1920,1080,2073600,0,264.0,303.0,423.0,432.0,351.0
20210815055456959_0,1920,1080,2073600,0,194.0,214.0,430.0,436.0,120.0
20210815055456959_0,1920,1080,2073600,0,403.0,422.0,667.0,679.0,228.0
20210815055456959_0,1920,1080,2073600,0,225.0,235.0,597.0,603.0,60.0
20210815055456959_0,1920,1080,2073600,0,694.0,704.0,926.0,936.0,100.0
20210815055456959_0,1920,1080,2073600,0,1517.0,1530.0,639.0,650.0,143.0
20210815063228545_0,1920,1080,2073600,0,1550.0,1588.0,1017.0,1039.0,836.0
20210815063228545_0,1920,1080,2073600,0,1591.0,1615.0,1026.0,1044.0,432.0
20210815063228545_0,1920,1080,2073600,0,849.0,865.0,701.0,712.0,176.0
20210815063228545_0,1920,1080,2073600,0,952.0,963.0,687.0,693.0,66.0
20210815064513126_0,1920,1080,2073600,0,940.0,960.0,646.0,659.0,260.0
20210815064513126_0,1920,1080,2073600,0,1432.0,1441.0,511.0,517.0,54.0
20210815064513126_0,1920,1080,2073600,0,266.0,278.0,745.0,753.0,96.0
20210815065605221_0,1920,1080,2073600,0,939.0,967.0,644.0,660.0,448.0
20210815065605221_0,1920,1080,2073600,0,741.0,780.0,634.0,646.0,468.0
20210815065605221_0,1920,1080,2073600,0,797.0,827.0,711.0,727.0,480.0
20210815065605221_0,1920,1080,2073600,0,836.0,852.0,732.0,739.0,112.0
20210815065605221_0,1920,1080,2073600,0,265.0,278.0,745.0,753.0,104.0
20210815065605221_0,1920,1080,2073600,0,1460.0,1473.0,501.0,510.0,117.0
20210815070349966_0,1920,1080,2073600,2,773.0,853.0,406.0,459.0,4240.0
20210815070349966_0,1920,1080,2073600,0,1612.0,1622.0,957.0,966.0,90.0
20210815070448429_0,1920,1080,2073600,2,1667.0,1819.0,985.0,1079.0,14288.0
20210815070448429_0,1920,1080,2073600,2,771.0,853.0,406.0,459.0,4346.0
20210815070448429_0,1920,1080,2073600,0,1474.0,1482.0,624.0,633.0,72.0
20210815070831033_0,1920,1080,2073600,2,27.0,106.0,834.0,924.0,7110.0
20210815070831033_0,1920,1080,2073600,2,68.0,129.0,807.0,891.0,5124.0
20210815070831033_0,1920,1080,2073600,8,2.0,78.0,749.0,916.0,12692.0
20210815070831033_0,1920,1080,2073600,0,895.0,904.0,680.0,687.0,63.0
20210815070831033_0,1920,1080,2073600,2,1233.0,1284.0,458.0,494.0,1836.0
20210815070831033_0,1920,1080,2073600,2,1409.0,1435.0,400.0,415.0,390.0
20210815070831033_0,1920,1080,2073600,2,1410.0,1438.0,414.0,426.0,336.0
20210815070831033_0,1920,1080,2073600,0,1578.0,1602.0,890.0,908.0,432.0
20210815072453667_0,1920,1080,2073600,2,427.0,481.0,464.0,523.0,3186.0
20210815073039265_0,1920,1080,2073600,2,771.0,861.0,403.0,464.0,5490.0
20210815073039265_0,1920,1080,2073600,0,1613.0,1622.0,956.0,964.0,72.0
20210815073227090_0,1920,1080,2073600,2,148.0,182.0,446.0,513.0,2278.0
20210815073227090_0,1920,1080,2073600,2,102.0,150.0,464.0,501.0,1776.0
20210815073227090_0,1920,1080,2073600,2,84.0,155.0,489.0,519.0,2130.0
20210815073227090_0,1920,1080,2073600,2,1.0,50.0,452.0,492.0,1960.0
20210815073227090_0,1920,1080,2073600,4,1275.0,1295.0,271.0,281.0,200.0
20210815073227090_0,1920,1080,2073600,4,1280.0,1300.0,280.0,293.0,260.0
20210815074243215_0,1920,1080,2073600,4,1070.0,1155.0,615.0,758.0,12155.0
20210815074302721_0,1920,1080,2073600,3,512.0,571.0,887.0,916.0,1711.0
20210815074302721_0,1920,1080,2073600,2,22.0,112.0,829.0,930.0,9090.0
20210815074302721_0,1920,1080,2073600,2,72.0,137.0,820.0,898.0,5070.0
20210815074302721_0,1920,1080,2073600,2,1409.0,1437.0,400.0,413.0,364.0
20210815074302721_0,1920,1080,2073600,0,1574.0,1603.0,887.0,907.0,580.0
20210815074302721_0,1920,1080,2073600,8,1.0,85.0,748.0,912.0,13776.0
20210815074302721_0,1920,1080,2073600,2,1409.0,1438.0,411.0,423.0,348.0
20210815074302721_0,1920,1080,2073600,2,1409.0,1440.0,422.0,434.0,372.0
20210815074302721_0,1920,1080,2073600,2,1435.0,1468.0,437.0,481.0,1452.0
20210815074302721_0,1920,1080,2073600,2,1234.0,1286.0,462.0,496.0,1768.0
20210815074810198_0,1920,1080,2073600,2,2.0,46.0,451.0,492.0,1804.0
20210815074810198_0,1920,1080,2073600,2,147.0,181.0,446.0,511.0,2210.0
20210815074810198_0,1920,1080,2073600,2,102.0,139.0,464.0,497.0,1221.0
20210815074810198_0,1920,1080,2073600,2,83.0,153.0,490.0,520.0,2100.0
20210815075915987_0,1920,1080,2073600,2,772.0,854.0,406.0,462.0,4592.0
20210815075915987_0,1920,1080,2073600,0,1613.0,1621.0,957.0,963.0,48.0
20210815075915987_0,1920,1080,2073600,0,1604.0,1628.0,1057.0,1071.0,336.0
20210815080454097_0,1920,1080,2073600,2,146.0,183.0,445.0,515.0,2590.0
20210815080454097_0,1920,1080,2073600,2,93.0,157.0,489.0,520.0,1984.0
20210815080454097_0,1920,1080,2073600,2,104.0,152.0,464.0,501.0,1776.0
20210815080454097_0,1920,1080,2073600,2,66.0,98.0,467.0,486.0,608.0
20210815080454097_0,1920,1080,2073600,2,1.0,51.0,451.0,490.0,1950.0
20210815083322180_0,1920,1080,2073600,2,775.0,855.0,407.0,463.0,4480.0
20210815083322180_0,1920,1080,2073600,0,1604.0,1629.0,1055.0,1072.0,425.0
20210815083728811_0,1920,1080,2073600,5,933.0,1240.0,276.0,371.0,29165.0
20210815083955709_0,1920,1080,2073600,2,444.0,506.0,379.0,421.0,2604.0
20210815083955709_0,1920,1080,2073600,2,457.0,493.0,311.0,359.0,1728.0
20210815083955709_0,1920,1080,2073600,2,427.0,453.0,380.0,412.0,832.0
20210815083955709_0,1920,1080,2073600,2,389.0,438.0,376.0,440.0,3136.0
20210815083955709_0,1920,1080,2073600,2,355.0,399.0,410.0,438.0,1232.0
20210815083955709_0,1920,1080,2073600,2,338.0,384.0,379.0,407.0,1288.0
20210815083955709_0,1920,1080,2073600,2,313.0,359.0,397.0,420.0,1058.0
20210815083955709_0,1920,1080,2073600,2,308.0,351.0,413.0,440.0,1161.0
20210815083955709_0,1920,1080,2073600,2,260.0,282.0,428.0,462.0,748.0
20210815083955709_0,1920,1080,2073600,2,285.0,328.0,424.0,474.0,2150.0
20210815083955709_0,1920,1080,2073600,4,1391.0,1420.0,225.0,263.0,1102.0
20210815083955709_0,1920,1080,2073600,4,1401.0,1433.0,236.0,279.0,1376.0
20210815083955709_0,1920,1080,2073600,2,1418.0,1491.0,378.0,430.0,3796.0
20210815083955709_0,1920,1080,2073600,2,1400.0,1434.0,436.0,463.0,918.0
20210815083955709_0,1920,1080,2073600,3,262.0,300.0,418.0,439.0,798.0
20210815084321455_0,1920,1080,2073600,2,344.0,384.0,513.0,551.0,1520.0
20210815084321455_0,1920,1080,2073600,2,357.0,407.0,541.0,575.0,1700.0
20210815084321455_0,1920,1080,2073600,2,324.0,356.0,518.0,544.0,832.0
20210815084321455_0,1920,1080,2073600,2,316.0,372.0,539.0,561.0,1232.0
20210815084321455_0,1920,1080,2073600,2,147.0,178.0,447.0,517.0,2170.0
20210815084321455_0,1920,1080,2073600,2,136.0,154.0,498.0,518.0,360.0
20210815084321455_0,1920,1080,2073600,2,103.0,152.0,465.0,502.0,1813.0
20210815084450198_0,1920,1080,2073600,4,1535.0,1802.0,723.0,878.0,41385.0
20210815084450198_0,1920,1080,2073600,2,1480.0,1722.0,583.0,773.0,45980.0
20210815084450198_0,1920,1080,2073600,2,1355.0,1598.0,461.0,741.0,68040.0
20210815084450198_0,1920,1080,2073600,4,1570.0,1785.0,516.0,657.0,30315.0
20210815084854261_0,1920,1080,2073600,2,783.0,853.0,408.0,462.0,3780.0
20210815084854261_0,1920,1080,2073600,0,853.0,862.0,732.0,743.0,99.0
20210815084854261_0,1920,1080,2073600,0,906.0,916.0,859.0,869.0,100.0
20210815084854261_0,1920,1080,2073600,0,1528.0,1545.0,361.0,368.0,119.0
20210815090930337_0,1920,1080,2073600,2,782.0,856.0,409.0,463.0,3996.0
20210815090930337_0,1920,1080,2073600,0,718.0,730.0,804.0,813.0,108.0
20210815090930337_0,1920,1080,2073600,0,1602.0,1617.0,1045.0,1064.0,285.0
20210815091238563_0,1920,1080,2073600,0,528.0,537.0,566.0,573.0,63.0
20210815091238563_0,1920,1080,2073600,0,423.0,433.0,589.0,597.0,80.0
20210815091238563_0,1920,1080,2073600,0,725.0,733.0,803.0,810.0,56.0
20210815092036240_0,1920,1080,2073600,4,1105.0,1133.0,404.0,440.0,1008.0
20210815092036240_0,1920,1080,2073600,4,1137.0,1160.0,404.0,429.0,575.0
20210815092747745_0,1920,1080,2073600,2,1412.0,1436.0,400.0,413.0,312.0
20210815092747745_0,1920,1080,2073600,2,1411.0,1440.0,410.0,425.0,435.0
20210815092747745_0,1920,1080,2073600,2,1411.0,1441.0,422.0,435.0,390.0
20210815092747745_0,1920,1080,2073600,1,203.0,272.0,757.0,798.0,2829.0
20210815092747745_0,1920,1080,2073600,1,241.0,302.0,790.0,820.0,1830.0
20210815092747745_0,1920,1080,2073600,1,171.0,240.0,769.0,828.0,4071.0
20210815092747745_0,1920,1080,2073600,1,203.0,247.0,814.0,853.0,1716.0
20210815092747745_0,1920,1080,2073600,2,76.0,130.0,829.0,890.0,3294.0
20210815092747745_0,1920,1080,2073600,2,24.0,111.0,835.0,923.0,7656.0
20210815092747745_0,1920,1080,2073600,8,1.0,82.0,756.0,830.0,5994.0
20210815092747745_0,1920,1080,2073600,8,1.0,75.0,827.0,898.0,5254.0
20210815092747745_0,1920,1080,2073600,0,886.0,897.0,684.0,692.0,88.0
20210815092747745_0,1920,1080,2073600,2,1232.0,1295.0,450.0,490.0,2520.0
20210815092747745_0,1920,1080,2073600,2,1432.0,1469.0,435.0,482.0,1739.0
20210815092842203_0,2560,1440,3686400,2,3.0,153.0,719.0,836.0,17550.0
20210815092842203_0,2560,1440,3686400,2,195.0,335.0,718.0,819.0,14140.0
20210815092842203_0,2560,1440,3686400,2,402.0,626.0,564.0,765.0,45024.0
20210815092842203_0,2560,1440,3686400,8,26.0,294.0,506.0,627.0,32428.0
20210815092842203_0,2560,1440,3686400,8,1.0,233.0,834.0,871.0,8584.0
20210815093125087_0,1920,1080,2073600,2,22.0,108.0,838.0,922.0,7224.0
20210815093125087_0,1920,1080,2073600,2,75.0,128.0,825.0,907.0,4346.0
20210815093125087_0,1920,1080,2073600,1,184.0,262.0,757.0,792.0,2730.0
20210815093125087_0,1920,1080,2073600,1,168.0,241.0,789.0,828.0,2847.0
20210815093125087_0,1920,1080,2073600,1,197.0,250.0,816.0,853.0,1961.0
20210815093125087_0,1920,1080,2073600,1,241.0,278.0,768.0,802.0,1258.0
20210815093125087_0,1920,1080,2073600,1,242.0,305.0,790.0,818.0,1764.0
20210815093125087_0,1920,1080,2073600,8,1.0,88.0,756.0,919.0,14181.0
20210815093125087_0,1920,1080,2073600,0,887.0,896.0,684.0,691.0,63.0
20210815093125087_0,1920,1080,2073600,2,1232.0,1296.0,452.0,491.0,2496.0
20210815093125087_0,1920,1080,2073600,2,1435.0,1467.0,440.0,482.0,1344.0
20210815093125087_0,1920,1080,2073600,2,1411.0,1434.0,398.0,414.0,368.0
20210815093125087_0,1920,1080,2073600,2,1410.0,1439.0,413.0,424.0,319.0
20210815093125087_0,1920,1080,2073600,2,1411.0,1438.0,421.0,435.0,378.0
20210815095319029_0,1920,1080,2073600,2,813.0,877.0,421.0,463.0,2688.0
20210815095556874_0,1920,1080,2073600,2,808.0,872.0,423.0,462.0,2496.0
20210815095556874_0,1920,1080,2073600,0,1525.0,1541.0,917.0,930.0,208.0
20210815100048342_0,1920,1080,2073600,2,381.0,439.0,365.0,436.0,4118.0
20210815100048342_0,1920,1080,2073600,2,302.0,344.0,426.0,476.0,2100.0
20210815100048342_0,1920,1080,2073600,2,262.0,297.0,427.0,460.0,1155.0
20210815100048342_0,1920,1080,2073600,2,300.0,399.0,393.0,443.0,4950.0
20210815100048342_0,1920,1080,2073600,2,399.0,430.0,409.0,453.0,1364.0
20210815100048342_0,1920,1080,2073600,2,1361.0,1432.0,469.0,543.0,5254.0
20210815100048342_0,1920,1080,2073600,2,1300.0,1359.0,472.0,532.0,3540.0
20210815100048342_0,1920,1080,2073600,2,1300.0,1352.0,401.0,480.0,4108.0
20210815100048342_0,1920,1080,2073600,2,1233.0,1323.0,430.0,512.0,7380.0
20210815100048342_0,1920,1080,2073600,2,1377.0,1436.0,357.0,483.0,7434.0
20210815100048342_0,1920,1080,2073600,2,1415.0,1480.0,196.0,283.0,5655.0
20210815100048342_0,1920,1080,2073600,0,417.0,433.0,637.0,651.0,224.0
20210815100836905_0,1920,1080,2073600,2,1290.0,1346.0,412.0,478.0,3696.0
20210815100836905_0,1920,1080,2073600,2,1363.0,1431.0,471.0,538.0,4556.0
20210815100836905_0,1920,1080,2073600,2,1388.0,1424.0,399.0,471.0,2592.0
20210815100836905_0,1920,1080,2073600,2,1413.0,1440.0,432.0,494.0,1674.0
20210815100836905_0,1920,1080,2073600,2,1445.0,1508.0,348.0,430.0,5166.0
20210815100836905_0,1920,1080,2073600,2,1448.0,1483.0,195.0,285.0,3150.0
